Date;file;Day;Month;Year;Hour;Minute;Second;ACI;ADI;AEI;BI;NDSI;ratioBA;antroPh;bioPh;Ht;M;AR;ROItotal;ROIcover
2022-05-27 08:40:00;Basamba\SWIFT7_20220527_084000.wav;27;5;2022;8;40;0;298.42;2.15;0.3;0.16;0.66;4.84;0.06;0.28;0.51;0.01;[1.];3575;4.1
2022-05-27 08:40:00;Basamba\SWIFT8_20220527_084000.wav;27;5;2022;8;40;0;302.38;2.04;0.42;0.12;0.75;7.04;0.02;0.13;0.39;0.0;[1.];4207;2.03
2022-05-27 08:40:00;Basamba\SWIFT9_20220527_084000.wav;27;5;2022;8;40;0;305.69;2.02;0.37;0.09;0.85;12.55;0.02;0.21;0.41;0.0;[1.];3762;8.62
2022-05-27 08:40:00;Basamba\SWIFT12_20220527_084000.wav;27;5;2022;8;40;0;303.1;1.91;0.53;0.13;0.88;15.16;0.03;0.47;0.48;0.01;[1.];11896;11.0
2022-05-27 08:40:00;Basamba\SWIFT13_20220527_084000.wav;27;5;2022;8;40;0;311.69;0.53;0.87;0.14;0.98;114.72;0.02;1.73;0.64;0.01;[1.];20952;8.54
2022-05-27 08:40:00;Basamba\SWIFT14_20220527_084000.wav;27;5;2022;8;40;0;320.57;0.67;0.85;0.13;0.85;12.01;0.02;0.25;0.43;0.0;[1.];7557;11.7
2022-05-27 08:40:00;Basamba\SWIFT 03_20220527_084000.wav;27;5;2022;8;40;0;301.97;2.01;0.44;0.08;0.67;5.01;0.02;0.09;0.38;0.0;[1.];5654;6.73
2022-05-27 08:40:00;Basamba\SWIFT15_20220527_084000.wav;27;5;2022;8;40;0;305.3;2.23;0.22;0.1;0.9;19.56;0.02;0.37;0.46;0.01;[1.];2324;42.1
2022-05-27 10:40:00;Basamba\SWIFT 16_20220527_104000.wav;27;5;2022;10;40;0;301.65;2.29;0.08;0.09;0.86;13.71;0.02;0.31;0.47;0.01;[1.];5042;8.81
2022-05-27 10:40:00;Basamba\SWIFT 02_20220527_104000.wav;27;5;2022;10;40;0;309.67;1.93;0.43;0.2;0.89;17.21;0.05;0.78;0.4;0.0;[1.];2837;13.5
2022-05-27 10:40:00;Basamba\SWIFT15_20220527_104000.wav;27;5;2022;10;40;0;302.3;2.04;0.34;0.09;0.75;7.08;0.03;0.19;0.41;0.0;[1.];4076;27.38
2022-05-27 10:40:00;Basamba\SWIFT10_20220527_104000.wav;27;5;2022;10;40;0;297.67;1.83;0.61;0.16;0.94;31.56;0.01;0.29;0.44;0.01;[1.];4322;14.59
2022-05-27 10:40:00;Basamba\SWIFT11_20220527_104000.wav;27;5;2022;10;40;0;300.16;1.47;0.7;0.09;0.95;39.91;0.01;0.36;0.45;0.0;[1.];2386;12.39
2022-05-27 10:40:00;Basamba\SWIFT8_20220527_104000.wav;27;5;2022;10;40;0;296.9;1.39;0.75;0.16;0.76;7.37;0.03;0.22;0.42;0.01;[1.];10094;15.53
2022-05-27 10:40:00;Basamba\SWIFT7_20220527_104000.wav;27;5;2022;10;40;0;298.17;0.74;0.86;0.21;0.79;8.56;0.07;0.58;0.57;0.01;[1.];1912;9.81
2022-05-27 10:40:00;Basamba\SWIFT1_20220527_104000.wav;27;5;2022;10;40;0;296.35;1.18;0.83;0.12;0.97;75.88;0.01;0.84;0.53;0.01;[1.];4892;12.93
2022-05-27 10:40:00;Basamba\SWIFT9_20220527_104000.wav;27;5;2022;10;40;0;299.02;0.68;0.86;0.23;1.0;503.06;0.01;3.9;0.71;0.01;[1.];655;18.59
2022-05-27 10:40:00;Basamba\SWIFT5_20220527_104000.wav;27;5;2022;10;40;0;296.0;1.23;0.79;0.11;0.82;10.05;0.01;0.08;0.36;0.0;[1.];4887;7.37
2022-05-27 10:40:00;Basamba\SWIFT4_20220527_104000.wav;27;5;2022;10;40;0;303.23;0.85;0.84;0.2;0.96;54.93;0.02;0.89;0.56;0.01;[1.];1825;11.88
2022-05-27 10:40:00;Basamba\SWIFT6_20220527_104000.wav;27;5;2022;10;40;0;305.13;1.99;0.42;0.08;0.92;22.62;0.01;0.16;0.38;0.0;[1.];8777;9.17
2022-05-27 10:40:00;Basamba\SWIFT20_20220527_104000.wav;27;5;2022;10;40;0;297.33;2.14;0.35;0.19;0.65;4.69;0.05;0.24;0.44;0.01;[1.];4912;3.49
2022-05-27 10:40:00;Basamba\SWIFT 19_20220527_104000.wav;27;5;2022;10;40;0;295.97;2.0;0.4;0.12;0.83;10.94;0.02;0.19;0.38;0.0;[1.];3745;7.71
